index,Country,Area,Location,LAT,LONG,methode
2164,USA,Florida,"Fort Pierce Inlet, St Lucie County",27.4704646,-80.2968759,locatie
2165,USA,Florida,"Sebastian Inlet, Indian River or Brevard County",27.7567667,-81.4639835,countryarea
2166,USA,Florida,"Daytona Beach Shores, Volusia County",29.1760933,-80.9828323,locatie
2167,USA,Florida,"Vero Beach, Indian River County",27.6387163,-80.3975399,locatie
2168,SOUTH AFRICA,Western Cape Province,Dyer Island,44.49765965,-67.80864630668714,locatie
2169,TANZANIA,,"Coco Beach, Dar-es-Salaam (Reported as the 5th fatality in 3 months at Coco Beach)",error,error,error
2170,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
2171,REUNION,Saint-Pierre,Pic du Diable,44.9896958,6.1644559,locatie
2172,TANZANIA,,"Coco Beach, Dar-es-Salaam",-6.76908175,39.282186529344074,locatie
2173,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
2174,USA,Florida,"Boca Ciega Bay, Tampa, Pinellas County",27.7567667,-81.4639835,countryarea
2175,USA,Alaska,Prince William Sound,60.615,-147.1680556,locatie
2176,USA,North Carolina,"Bouges Bank, Emerald Isle, Carteret County",35.6729639,-79.0392919,countryarea
2177,USA,Hawaii,"Kanaha Beach, Maui",20.89977655,-156.44189366786708,locatie
2178,USA,Florida,"South Jacksonville Beach, Duval County",30.26099755,-81.38918959802156,locatie
2179,USA,Florida,"St. Augustine, St. Johns County",29.8946952,-81.3145395,locatie
2180,USA,North Carolina,"Emerald Isle, Carteret County",34.665333,-77.0382549,locatie
2181,USA,Florida,Florida Keys,24.6670875,-81.5831421,locatie
2182,TANZANIA,,"Coco Beach, Dar-es-Salaam",-6.76908175,39.282186529344074,locatie
2183,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
2184,USA,Florida,"Big Pine Key, Monroe County",24.68926855,-81.36890042063636,locatie
2185,USA,North Carolina,"Oceanic Pier, Wrightsville Beach, New Hanover County",35.6729639,-79.0392919,countryarea
2186,USA,North Carolina,"Holden Beach, Brunswick County",33.9135061,-78.3038892,locatie
2187,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",-32.9729225,27.9244827,locatie
2188,SOUTH AFRICA,Eastern Cape Province,Cape Recife,-34.02902055,25.700680140439523,locatie
2189,SOUTH AFRICA,KwaZulu-Natal,South of Durban,-29.861863,31.0398673,locatie
2190,TONGA,Minerva Reef,Treated at Nuku-alofa,error,error,error
2191,USA,Florida,"Daytona Beach, Volusia County",29.2108147,-81.0228331,locatie
2192,USA,Florida,"Neptune Avenue, Ormond Beach, Volusia County",29.3000808,-81.0472097,locatie
2193,USA,Texas,"Mustang Island, Corpus Christi",27.739476,-97.1316551,locatie
2194,USA,North Carolina,"Pine Island, Corolla, Currituck County",35.6729639,-79.0392919,countryarea
2195,USA,Florida,"Daytona Beach, Volusia County",29.2108147,-81.0228331,locatie
2196,USA,Florida,"Artifical reef 3 miles off Manatee Beach, Manatee County",27.7567667,-81.4639835,countryarea
2197,USA,Florida,"Smyrna Dunes Park, New Smyrna Beach, Volusia County",29.0682964,-80.91369838288082,locatie
2198,USA,Florida,"Smyrna Dunes Park, New Smyrna Beach, Volusia County",29.0682964,-80.91369838288082,locatie
2199,TANZANIA,,"Coco Beach, Dar-es-Salaam",-6.76908175,39.282186529344074,locatie
2200,PAPUA NEW GUINEA,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",-5.0,145.5,countryarea
2201,NEW ZEALAND,North Island,"Papamoa Beach, Bay of Plenty",-37.6972583,176.2848441,locatie
2202,USA,Florida,"Seminole Avenue, Ormond Beach, Volusia County",29.2848028,-81.0399881,locatie
2203,USA,Florida,"Pensacola Bay, Escambia County",30.388064,-87.18767789386679,locatie
2204,USA,Texas,"J.P. Luby Surf Park, Corpus Christi",31.2638905,-98.5456116,countryarea
2205,USA,Alabama,"Gulf Shores, Baldwin County",30.2711224,-87.6893826,locatie
2206,USA,Alabama,"Gulf Shores, Baldwin County",30.2711224,-87.6893826,locatie
2207,USA,Florida,"27th Avenue, New Smyrna Beach, Volusia County",29.0094139,-80.8784575,locatie
2208,TANZANIA,,"Coco Beach in Oyster Bay, 7 km north of Dar-es-Salaam",error,error,error
2209,NEW CALEDONIA,South Province,Mont Dore,45.5749966,2.8094117,locatie
2210,AUSTRALIA,Victoria,"Koonya Beach, Melbourne",-38.361640249999994,144.74914723807058,locatie
2211,PAPUA NEW GUINEA,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",-5.0,145.5,countryarea
2212,PAPUA NEW GUINEA,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",-5.0,145.5,countryarea
2213,USA,Florida,"On the south side of Ponce Inlet, Volusia County",27.7567667,-81.4639835,countryarea
2214,USA,Florida,"Municipal Beach, Riviera Beach, Palm Beach County",27.7567667,-81.4639835,countryarea
2215,USA,Florida,Santa Rosa Sound Escambia County,30.369163399999998,-87.0327138779539,locatie
2216,AUSTRALIA,Queensland,"Main Beach, Gold Coast",-27.95846445,153.4246149559353,locatie
2217,USA,Florida,"Juno Beach, Palm Beach County",26.8797819,-80.0533743,locatie
2218,USA,Florida,"Floridana Beach, Brevard County",27.9462734,-80.4970188,locatie
2219,NEW CALEDONIA,North Province,Poum,-20.2316547,164.029894,locatie
2220,AUSTRALIA,New South Wales,"McMasters Beach, Central Coast",-31.8759835,147.2869493,countryarea
2221,AUSTRALIA,New South Wales,Parramatta River,-33.82685855,151.09706477804542,locatie
2222,AUSTRALIA,New South Wales,Parramatta River,-33.82685855,151.09706477804542,locatie
2223,NEW ZEALAND,North Island,Between the Kakanui River and Campbell's Bay,-38.00353045,175.95785260835657,countryarea
2224,AUSTRALIA,New South Wales,"Taronga Wharf, Athol Bay, Sydney Harbor",-31.8759835,147.2869493,countryarea
2225,USA,Louisiana,Midnight Lump (38 miles offshore),30.8703881,-92.007126,countryarea
2226,USA,Florida,"Riviera Beach, Palm Beach County",26.784343,-80.0650293,locatie
2227,SOUTH AFRICA,Western Cape Province,Struis Bay,-34.8261017,20.0168141,arealoc
2228,ENGLAND,Worcestershire,The Fountain Pub in Tenbury Wells,52.2109495,-2.156955513242221,countryarea
2229,NEW ZEALAND,South Island,Oreti Beach (reported as the 4th person bitten in NZ in 2000),-43.586562,171.21232939964904,countryarea
2230,AUSTRALIA,South Australia,"Point Sinclair, Cactus Beach near Penong",-30.5343665,135.6301212,countryarea
2231,REUNION,,Saint Pierre,48.3832725,7.4718731,locatie
2232,THAILAND,Phang nga Province,Phang nga Island,7.9555796999999995,98.5153392917282,locatie
2233,USA,Florida,"Boca Grande, Lee County",26.7489586,-82.262039,locatie
2234,NEW ZEALAND,South Island,Oreti Beach,-46.4387778,168.2305268,locatie
2235,NEW ZEALAND,South Island,Oreti Beach,-46.4387778,168.2305268,locatie
2236,NEW ZEALAND,South Island,Oreti Beach,-46.4387778,168.2305268,locatie
2237,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",-8.127568100000001,-34.89766384326872,locatie
2238,USA,California,"Off Ventura, Anacapa & Santa Cruz Islands",36.7014631,-118.755997,countryarea
2239,BRAZIL,Rio de Janeiro,"Rio de Janeiro, Guanabara Bay",-22.81690235,-43.127220112581526,locatie
2240,USA,Florida,"Boynton Beach, Palm Beach County",26.5256179,-80.0666026,locatie
2241,USA,Florida,"Palm Beach, Palm Beach County",26.7056172,-80.0361517,locatie
2242,USA,Hawaii,"Big Island off Kona Village Resort, North Kona",19.593801499999998,-155.42837009716908,countryarea
2243,USA,California,"Waddell Reef, Santa Cruz County",36.7014631,-118.755997,countryarea
2244,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,-30.7233333,30.4611111,locatie
2245,BRAZIL,Rio de Janeiro,"Rio de Janeiro, Guanabara Bay",-22.81690235,-43.127220112581526,locatie
2246,MARSHALL ISLANDS,Alinglaplap Atoll,Island J4H,error,error,error
2247,MARSHALL ISLANDS,Alinglaplap Atoll,Island J4H,error,error,error
2248,USA,Florida,"Daytona Beach, Volusia County",29.2108147,-81.0228331,locatie
2249,USA,Florida,"Gulfstream Park beach, Palm Beach County",27.7567667,-81.4639835,countryarea
2250,USA,Florida,"Pet Den, Satellite Beach, Brevard County",27.7567667,-81.4639835,countryarea
2251,USA,Hawaii,Old Kona Airport State Park,19.643359,-156.0083381126965,locatie
2252,USA,Florida,"South side of Ponce de Leon Inlet, Volusia County",27.7567667,-81.4639835,countryarea
2253,ITALY,Adriatic Sea,San Benedetto,46.7876512,11.6911136,locatie
2254,USA,California,"North of Pidgeon Point, San Mateo County",36.7014631,-118.755997,countryarea
2255,USA,Florida,"Cape Canaveral, Brevard County",28.45077,-80.52662,locatie
2256,USA,South Carolina,"Isle of Palms, Charleston County",32.7867697,-79.7880359,locatie
2257,USA,Florida,"Fort Pierce Inlet, St. Lucie County",27.4704646,-80.2968759,locatie
2258,USA,Florida,"World Typhoon Lagoon, Disney Water Park, Orange County",27.7567667,-81.4639835,countryarea
2259,USA,Florida,"Ponce Inlet, Volusia County",29.0963729,-80.9369983,locatie
2260,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",27.7567667,-81.4639835,countryarea
2261,USA,North Carolina,"Fort Fisher, New Hanover County",33.9535852,-77.93004012415346,locatie
2262,MARSHALL ISLANDS,Ralik Chain,Kwajalein Atoll,9.0833333,167.3333333,locatie
2263,USA,Florida,"Ponce Inlet, Volusia County",29.0963729,-80.9369983,locatie
2264,USA,South Carolina,"Grand Strand, Myrtle Beach, Horry County",33.8112835,-78.7233511,locatie
2265,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
2266,BAHAMAS,Abaco Islands,Grand Cay,27.1435,-78.22069415143268,locatie
2267,SOUTH AFRICA,Western Cape Province,Kogebaai,-33.546977,20.72753,countryarea
2268,USA,Florida,"Two miles off Key Colony Beach, Monroe County",27.7567667,-81.4639835,countryarea
2269,USA,Hawaii,Honoli'i in Hilo (west side of Big Island),19.593801499999998,-155.42837009716908,countryarea
2270,SOUTH AFRICA,Western Cape Province,Buffels Bay (near Knysna),-33.546977,20.72753,countryarea
2271,USA,South Carolina,Charleston,32.7876012,-79.9402728,locatie
2272,USA,Florida,"Pensacola Beach, Escambia County",30.3342348,-87.1350979,locatie
2273,SOUTH AFRICA,Eastern Cape Province,"Cintsa East, East London",-32.9948477,27.8325905,locatie
2274,USA,Florida,"11 miles off Dog Island in the Gulf of Mexico, Franklin County",27.7567667,-81.4639835,countryarea
2275,USA,Florida,"South of Ponce Inlet, Volusia County",27.7567667,-81.4639835,countryarea
2276,USA,Florida,"Atlantiic Beach, Duval County",27.7567667,-81.4639835,countryarea
2277,USA,Florida,"Atlantic Dunes Park, Delray Beach, Palm Beach County",26.44199905,-80.06139109399446,locatie
2278,AUSTRALIA,South Australia,"Hardwicke Bay, Yorke Peninsula",-34.8918753,137.4594652,locatie
2279,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",-8.127568100000001,-34.89766384326872,locatie
2280,MAURITIUS,Grand Baie,Pointe aux Canonniers,-20.0060689,57.5610047,locatie
2281,REUNION,L' Etang Salé-les-Bains,Roche-aux-Oiseaux,48.37904005,2.506962537676886,locatie
2282,USA,Florida,"Hobe Sound Beach, Palm Beach County",27.7567667,-81.4639835,countryarea
2283,NEW ZEALAND,South Island,Codfish Island (Whenua Hau) west of Stewart Island,-43.586562,171.21232939964904,countryarea
2284,BRAZIL,Rio Grande de Norte,Atol das Rochas,-23.6174998,-46.9549927,locatie
2285,USA,Hawaii,"Olowalu side of Lahina, Maui",19.593801499999998,-155.42837009716908,countryarea
2286,NEW CALEDONIA,Loyalty Islands,Ouvea,-20.40843955,166.5363795991953,locatie
2287,NEW ZEALAND,,,alleen land bekend,alleen land bekend,error
2288,USA,Hawaii,"Kealia Beach, Kaua'i",19.593801499999998,-155.42837009716908,countryarea
2289,USA,Hawaii,"Quarter mile offshore in Kaanapali, West Maui",19.593801499999998,-155.42837009716908,countryarea
2290,USA,North Carolina,Frying Pan Shoals,33.48316335,-77.58346932499525,locatie
2291,AUSTRALIA,New South Wales,Scotts Head,15.214469,-61.3733577,locatie
2292,USA,Florida,"Hobe Sound, Martin County",27.080492,-80.13991799627857,locatie
2293,MAURITIUS,,Belle-Mare,-20.1983407,57.774734,locatie
2294,SOUTH AFRICA,Eastern Cape Province,Bonza Beach,-32.9810107,27.9585815,locatie
2295,NEW ZEALAND,North Island,"Papamoa, near Tauranga, Bay of Plenty",-38.00353045,175.95785260835657,countryarea
2296,AUSTRALIA,Northern Territory,Gulf of Carpenteria,-19.8516101,133.2303375,countryarea
2297,REUNION,Saint-Leu,Pointe au Sel,-4.7264693,55.5227825,locatie
2298,SOUTH AFRICA,Western Cape Province,"Hospital Rock, Dyers Island",-33.546977,20.72753,countryarea
2299,USA,Virginia,"Sandridge Beach, Virginia Beach, Princess Anne County",37.1232245,-78.4927721,countryarea
2300,USA,Florida,"Ormond Beach, Volusia County",29.2854132,-81.0557921,locatie
2301,AUSTRALIA,South Australia,Middleton Beach,43.099226349999995,-89.48401970864023,locatie
2302,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",-33.9689628,25.64563889658681,locatie
2303,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,-32.2171831,26.6386401,countryarea
2304,AUSTRALIA,South Australia,Middleton Beach,43.099226349999995,-89.48401970864023,locatie
2305,USA,Florida,"Ocean Beach, Jaycee Park, Vero Beach, Indian River County",27.7567667,-81.4639835,countryarea
2306,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
2307,USA,Florida,"South Beach Park, Indian River County",27.63248875,-80.35215828285288,locatie
2308,USA,Oregon,Winchester Bay,43.67760655,-124.17378858948894,locatie
2309,JAPAN,Southern Japan,460 miles off Iwakuni,error,error,error
2310,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",-8.127568100000001,-34.89766384326872,locatie
2311,USA,Florida,"Jupiter Beach, Palm Beach County",26.9342246,-80.0942087,locatie
2312,SOUTH AFRICA,Eastern Cape Province,Glengariff,-32.8938889,28.0888889,locatie
2313,USA,Florida,"Sebastian Inlet, Indian River County",27.869573449999997,-80.45631460033707,locatie
2314,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",-8.127568100000001,-34.89766384326872,locatie
2315,REUNION,Saint-Benoît,,43.0169012,2.0639828,area
2316,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
2317,USA,Florida,"The Rocks, Hutchinson Island, Martin County",27.7567667,-81.4639835,countryarea
2318,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
2319,SOUTH AFRICA,Eastern Cape Province,Kowie River,-33.586608350000006,26.862464291142842,locatie
2320,USA,Florida,"Stuart Beach, Martin County",27.2256486,-80.2202114,locatie
2321,SENEGAL,Cap Vert Peninsula,Yoff Island,error,error,error
2322,USA,Florida,"Ponce Inlet, Volusia County",29.0963729,-80.9369983,locatie
2323,ITALY,Marches region,12 miles off Senigallia (Adriatic Sea),42.8762487,13.248452,countryarea
2324,USA,California,"Stinson Beach, Marin County",37.9008084,-122.6450801,locatie
2325,USA,Virginia,Virginia Beach,36.8529841,-75.9774183,locatie
2326,BAHAMAS,Berry Islands,Ambergris Cay,25.6655547,-77.83450813380306,locatie
2327,USA,Florida,"Ponce Inlet, Volusia County",29.0963729,-80.9369983,locatie
2328,SOUTH AFRICA,Transvaal,"National Zoological Gardens Aquarium, Pretoria",-28.4594716,24.7937272,countryarea
2329,SOUTH AFRICA,Western Cape Province,"Buffalo Bay, near Knysna",-33.546977,20.72753,countryarea
2330,SOUTH AFRICA,Western Cape Province,Pringle Bay,-34.349859,18.833741,locatie
2331,BRAZIL,Pernambuco,"Boa Viagem, Recife",-8.1235027,-34.9033955,locatie
2332,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
2333,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,-34.052778,23.369444,locatie
2334,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,-34.171676,24.832916,locatie
2335,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,-34.052778,23.369444,locatie
2336,AUSTRALIA,South Australia,South Neptune Island,34.35135235,-80.09097591562809,locatie
2337,SOUTH AFRICA,Eastern Cape Province,"Gonubie, 13 km northeast of East London",-32.2171831,26.6386401,countryarea
2338,USA,Florida,"Daytona Beach, Volusia County",29.2108147,-81.0228331,locatie
2339,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,40.6292647,-74.0259399,locatie
2340,SOUTH AFRICA,Eastern Cape Province,Pollock Beach,-33.9867144,25.673017796220613,locatie
2341,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay near Port Elizabeth,-34.0358605,25.5028049,locatie
2342,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,-34.051111,24.922222,locatie
2343,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
2344,USA,Florida,"Pecks Lake, Martin County",27.7567667,-81.4639835,countryarea
2345,USA,Florida,"Walden Rocks, St. Lucie County",27.7567667,-81.4639835,countryarea
2346,SOUTH AFRICA,Western Cape Province,Keurbooms,-34.0094131,20.3816509,locatie
2347,MOZAMBIQUE,Gaza,"Bilene Bay, 180 km north of Maputo",-23.328398,32.8066057,countryarea
2348,USA,Oregon,Gleneden Beach,44.8789911,-124.0346728,locatie
2349,USA,Florida,"Marathon, Monroe County",24.7137524,-81.0903512,locatie
2350,BRAZIL,Pernambuco,"Boa Viagem, Recife",-8.1235027,-34.9033955,locatie
2351,NEW CALEDONIA,,Île de Sable,48.6809682,-3.883345,locatie
2352,USA,Florida,"Jensen Beach Park, Martin County",27.2542129,-80.1961574,locatie
2353,SOUTH AFRICA,Western Cape Province,Saldanha Bay,-33.0347222,18.0097222,locatie
2354,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",26.88421055,-80.05549134319088,locatie
2355,USA,Florida,"Jensen Beach, Martin County",27.22089615,-80.25567726584178,locatie
2356,AUSTRALIA,New South Wales,Whale Beach,-33.6096795,151.3309449,locatie
2357,NEW CALEDONIA,South Province,l'Anse-Vata,-22.29321875,166.44711195831536,locatie
2358,REUNION,Grand'Anse,,18.5304144,-74.1511463,area
2359,SOUTH AFRICA,Eastern Cape Province,East London,-33.0191604,27.8998573,locatie
2360,AUSTRALIA,South Australia,Middleton Beach,43.099226349999995,-89.48401970864023,locatie
2361,MOZAMBIQUE,Maputo Province,Ponta do Ouro,-26.840508,32.883046,locatie
2362,SOUTH AFRICA,Eastern Cape Province,Hole-in-the Wall,-32.04124495,29.109184619398665,locatie
2363,REUNION,Beaufonds,,-21.050639,55.721444,area
2364,USA,Virginia,"Wreck of the Navy Barge, 22 miles SE of Rudee",37.1232245,-78.4927721,countryarea
2365,SOUTH AFRICA,Western Cape Province,"Pringle Bay, 44 miles southeast of Cape Town",-33.546977,20.72753,countryarea
2366,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,-34.171676,24.832916,locatie
2367,USA,Florida,"Fort Lauderdale, Broward County",26.1223084,-80.1433786,locatie
2368,USA,Florida,"Hollywood Beach, Broward County",26.0281452,-80.1142111,locatie
